Date,City,Latitude,Longitude,Temperature (°C),Weather,Panel Type,Mount Type,Tilt (°),Panel Efficiency (%),Solar Irradiance (kWh/m²/day),Output Power (W),Estimated Daily Output (kWh)
1/3/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/3/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/3/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/3/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/4/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/4/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/4/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/4/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/4/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/4/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/5/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/5/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/5/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/5/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/5/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/5/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/6/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/6/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/6/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/6/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/6/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/6/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/7/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/7/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/7/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/7/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/7/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/7/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/8/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/8/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/8/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/8/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/8/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/8/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/9/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/9/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/9/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/9/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/9/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/9/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/10/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/10/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/10/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/10/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/10/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/10/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/11/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/11/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/11/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/11/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/11/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/11/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/12/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/12/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/12/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/12/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/12/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/12/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/13/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/13/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/13/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/13/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/13/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/13/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/14/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/14/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/14/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/14/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/14/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/14/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/15/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/15/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/15/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/15/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/15/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/15/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/16/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/16/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/16/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/16/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/16/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/16/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/17/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/17/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/17/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/17/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/17/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/17/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/18/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/18/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/18/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/18/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/18/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/18/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/19/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/19/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/19/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/19/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/19/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/19/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/20/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/20/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/20/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/20/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/20/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/20/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/21/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/21/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/21/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/21/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/21/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/21/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/22/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/22/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/22/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/22/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/22/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/22/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/23/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/23/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/23/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/23/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/23/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/23/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/24/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/24/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/24/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/24/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/24/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/24/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/25/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/25/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/25/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/25/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/25/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/25/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/26/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/26/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/26/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/26/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/26/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/26/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/27/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/27/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/27/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/27/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/27/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/27/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/28/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/28/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/28/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/28/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/28/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/28/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/29/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/29/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/29/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/29/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/29/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/29/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/30/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/30/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/30/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/30/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/30/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/30/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
1/31/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Rooftop,25,22,4.8,1.69,18.89
1/31/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Rooftop,25,18,4.8,1.38,18.89
1/31/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Rooftop,25,12,4.8,0.92,18.89
1/31/2024,Dammam,26.4207,50.0888,18,few clouds,Monocrystalline,Ground,15,22,4.42,1.56,17.45
1/31/2024,Dammam,26.4207,50.0888,18,few clouds,Polycrystalline,Ground,15,18,4.42,1.27,17.45
1/31/2024,Dammam,26.4207,50.0888,18,few clouds,Thin-Film,Ground,15,12,4.42,0.85,17.45
2/1/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Rooftop,25,22,5.61,1.98,21.16
2/1/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Rooftop,25,18,5.61,1.62,21.16
2/1/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Rooftop,25,12,5.61,1.08,21.16
2/1/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Ground,15,22,5.35,1.88,20.21
2/1/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Ground,15,18,5.35,1.54,20.21
2/1/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Ground,15,12,5.35,1.03,20.21
2/2/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Rooftop,25,22,5.61,1.98,21.16
2/2/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Rooftop,25,18,5.61,1.62,21.16
2/2/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Rooftop,25,12,5.61,1.08,21.16
2/2/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Ground,15,22,5.35,1.88,20.21
2/2/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Ground,15,18,5.35,1.54,20.21
2/2/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Ground,15,12,5.35,1.03,20.21
2/3/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Rooftop,25,22,5.61,1.98,21.16
2/3/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Rooftop,25,18,5.61,1.62,21.16
2/3/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Rooftop,25,12,5.61,1.08,21.16
2/3/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Ground,15,22,5.35,1.88,20.21
2/3/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Ground,15,18,5.35,1.54,20.21
2/3/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Ground,15,12,5.35,1.03,20.21
2/4/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Rooftop,25,22,5.61,1.98,21.16
2/4/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Rooftop,25,18,5.61,1.62,21.16
2/4/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Rooftop,25,12,5.61,1.08,21.16
2/4/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Ground,15,22,5.35,1.88,20.21
2/4/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Ground,15,18,5.35,1.54,20.21
2/4/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Ground,15,12,5.35,1.03,20.21
2/5/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Rooftop,25,22,5.61,1.98,21.16
2/5/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Rooftop,25,18,5.61,1.62,21.16
2/5/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Rooftop,25,12,5.61,1.08,21.16
2/5/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Ground,15,22,5.35,1.88,20.21
2/5/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Ground,15,18,5.35,1.54,20.21
2/5/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Ground,15,12,5.35,1.03,20.21
2/6/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Rooftop,25,22,5.61,1.98,21.16
2/6/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Rooftop,25,18,5.61,1.62,21.16
2/6/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Rooftop,25,12,5.61,1.08,21.16
2/6/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Ground,15,22,5.35,1.88,20.21
2/6/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Ground,15,18,5.35,1.54,20.21
2/6/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Ground,15,12,5.35,1.03,20.21
2/7/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Rooftop,25,22,5.61,1.98,21.16
2/7/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Rooftop,25,18,5.61,1.62,21.16
2/7/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Rooftop,25,12,5.61,1.08,21.16
2/7/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Ground,15,22,5.35,1.88,20.21
2/7/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Ground,15,18,5.35,1.54,20.21
2/7/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Ground,15,12,5.35,1.03,20.21
2/8/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Rooftop,25,22,5.61,1.98,21.16
2/8/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Rooftop,25,18,5.61,1.62,21.16
2/8/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Rooftop,25,12,5.61,1.08,21.16
2/8/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Ground,15,22,5.35,1.88,20.21
2/8/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Ground,15,18,5.35,1.54,20.21
2/8/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Ground,15,12,5.35,1.03,20.21
2/9/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Rooftop,25,22,5.61,1.98,21.16
2/9/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Rooftop,25,18,5.61,1.62,21.16
2/9/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Rooftop,25,12,5.61,1.08,21.16
2/9/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Ground,15,22,5.35,1.88,20.21
2/9/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Ground,15,18,5.35,1.54,20.21
2/9/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Ground,15,12,5.35,1.03,20.21
2/10/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Rooftop,25,22,5.61,1.98,21.16
2/10/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Rooftop,25,18,5.61,1.62,21.16
2/10/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Rooftop,25,12,5.61,1.08,21.16
2/10/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Ground,15,22,5.35,1.88,20.21
2/10/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Ground,15,18,5.35,1.54,20.21
2/10/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Ground,15,12,5.35,1.03,20.21
2/11/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Rooftop,25,22,5.61,1.98,21.16
2/11/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Rooftop,25,18,5.61,1.62,21.16
2/11/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Rooftop,25,12,5.61,1.08,21.16
2/11/2024,Dammam,26.4207,50.0888,20,scattered clouds,Monocrystalline,Ground,15,22,5.35,1.88,20.21
2/11/2024,Dammam,26.4207,50.0888,20,scattered clouds,Polycrystalline,Ground,15,18,5.35,1.54,20.21
2/11/2024,Dammam,26.4207,50.0888,20,scattered clouds,Thin-Film,Ground,15,12,5.35,1.03,20.21
